"","CIP_Classificaiton","Year","ID_School","White.Men","Foreign.Men","Foreign.Women","Asian.Islander.Men","Asian.Islander.Women","White.Women","Hispanic.Men","Hispanic.Women","Black.Men","Black.Women","Other.Men","Other.Women"
"12059","Engineering","1999-2000","FLA",436,34,3,61,16,103,71,20,34,10,7,1
"12060","Engineering Technologies and Engineering-related Fields","1999-2000","FLA",114,3,0,2,1,3,6,0,4,1,1,0
"12061","Foreign Languages- Literatures- and Linguistics","1999-2000","FLA",17,1,0,1,1,30,2,11,1,2,0,0
"12062","Family and Consumer Sciences/Human Sciences","1999-2000","FLA",10,0,0,0,2,31,2,2,6,8,0,0
"12063","English language and literature/letters.","1999-2000","FLA",70,0,0,3,4,134,9,19,5,14,0,1
"12064","Biological and Biomedical Sciences","1999-2000","FLA",124,1,1,31,31,123,17,19,6,16,1,0
"12065","Mathematics and Statistics","1999-2000","FLA",19,0,2,3,0,38,5,1,1,2,0,0
"12066","Multi/Interdisciplinary Studies","1999-2000","FLA",25,1,0,8,5,13,2,1,0,1,0,0
"12067","Parks- Recreation- Leisure and Fitness Studies","1999-2000","FLA",71,0,0,4,6,124,11,10,11,12,0,1
"12068","Philosophy and Religious Studies","1999-2000","FLA",20,0,0,2,1,4,4,1,2,0,0,0
"12069","Physical Sciences","1999-2000","FLA",27,1,0,5,6,16,0,7,0,0,0,0
"12070","Psychology","1999-2000","FLA",78,1,1,3,14,226,10,40,5,14,2,2
"12071","Homeland Security- Law Enforcement- Firefighting- and Related Protective Service","1999-2000","FLA",61,1,0,3,2,56,10,12,4,9,0,2
"12072","Social Sciences and History","1999-2000","FLA",287,2,2,12,13,290,51,36,26,35,4,7
"12073","Visual and performing arts.","1999-2000","FLA",48,2,5,1,9,104,13,22,7,8,0,0
"12074","Health Professions and Related Programs","1999-2000","FLA",42,0,2,1,20,371,7,32,3,35,0,4
"12075","Business- Management- Marketing- and Related Support Services","1999-2000","FLA",724,18,13,52,55,462,101,57,23,16,3,2
"12076","Area- Ethnic- Cultural- Gender- and Group Studies","1999-2000","FSU",6,0,0,0,0,3,1,0,0,0,0,0
"12077","Communication- Journalism- and Related Programs","1999-2000","FSU",106,1,3,2,3,219,7,15,8,18,0,4
"12078","Computer and Information Sciences and Support Services","1999-2000","FSU",38,7,3,1,1,3,3,1,4,1,1,0
"12079","Education","1999-2000","FSU",106,2,4,3,3,277,11,17,10,39,1,3
"12080","Engineering","1999-2000","FSU",84,8,0,2,0,17,6,1,13,12,1,0
"12081","Foreign Languages- Literatures- and Linguistics","1999-2000","FSU",12,0,1,0,1,20,1,8,0,3,0,0
"12082","Family and Consumer Sciences/Human Sciences","1999-2000","FSU",43,0,5,2,7,206,2,22,7,50,0,1
"12083","English language and literature/letters.","1999-2000","FSU",69,0,0,1,5,118,5,9,6,20,0,2
"12084","Liberal arts and sciences- general studies and humanities.","1999-2000","FSU",2,0,0,0,1,34,0,3,0,0,0,0
"12085","Library Science","1999-2000","FSU",51,0,0,0,1,23,6,0,14,5,1,0
"12086","Biological and Biomedical Sciences","1999-2000","FSU",39,0,0,7,4,69,8,6,3,14,0,0
"12087","Mathematics and Statistics","1999-2000","FSU",5,0,1,1,0,4,0,0,1,0,0,0
"12088","Parks- Recreation- Leisure and Fitness Studies","1999-2000","FSU",12,0,0,0,0,35,0,1,0,3,0,0
"12089","Philosophy and Religious Studies","1999-2000","FSU",19,0,0,1,1,6,0,0,1,1,0,0
"12090","Physical Sciences","1999-2000","FSU",51,1,1,2,1,17,3,2,2,2,1,0
"12091","Psychology","1999-2000","FSU",42,0,2,1,7,140,6,16,7,24,1,1
"12092","Homeland Security- Law Enforcement- Firefighting- and Related Protective Service","1999-2000","FSU",143,0,0,2,2,90,19,7,23,36,1,1
"12093","Public administration and social service professions.","1999-2000","FSU",16,0,2,0,1,67,2,9,2,20,0,1
"12094","Social Sciences and History","1999-2000","FSU",295,4,5,10,6,232,26,10,24,31,2,1
"12095","Visual and performing arts.","1999-2000","FSU",107,1,2,1,6,149,8,13,7,15,0,0
"12096","Health Professions and Related Programs","1999-2000","FSU",26,0,0,0,2,202,2,7,5,27,0,0
"12097","Business- Management- Marketing- and Related Support Services","1999-2000","FSU",583,23,20,30,16,392,47,34,39,70,0,0
"12098","Area- Ethnic- Cultural- Gender- and Group Studies","1999-2000","GTOWN",7,0,0,1,1,6,0,0,0,0,1,0
"12099","Computer and Information Sciences and Support Services","1999-2000","GTOWN",6,2,0,1,1,2,0,0,3,0,0,0
"12100","Foreign Languages- Literatures- and Linguistics","1999-2000","GTOWN",19,4,11,1,6,81,3,6,0,4,0,2
"12101","English language and literature/letters.","1999-2000","GTOWN",71,1,2,1,6,89,3,3,4,9,2,3
"12102","Liberal arts and sciences- general studies and humanities.","1999-2000","GTOWN",3,0,1,0,0,9,0,0,0,2,2,1
"12103","Biological and Biomedical Sciences","1999-2000","GTOWN",25,2,2,4,6,22,1,3,0,3,0,0
"12104","Mathematics and Statistics","1999-2000","GTOWN",0,1,0,0,0,1,0,0,0,0,0,0
"12105","Multi/Interdisciplinary Studies","1999-2000","GTOWN",12,0,0,4,3,17,3,1,2,1,0,0
"12106","Philosophy and Religious Studies","1999-2000","GTOWN",24,0,0,2,3,7,0,0,1,0,1,0
"12107","Physical Sciences","1999-2000","GTOWN",13,0,2,0,1,3,0,0,0,0,0,1
"12108","Psychology","1999-2000","GTOWN",13,2,1,1,4,33,0,1,1,1,2,0
"12109","Social Sciences and History","1999-2000","GTOWN",176,33,33,14,28,177,16,21,8,17,13,7
"12110","Visual and performing arts.","1999-2000","GTOWN",2,0,1,1,0,8,0,0,0,0,0,0
"12111","Health Professions and Related Programs","1999-2000","GTOWN",1,0,2,0,4,52,0,2,1,2,0,0
"12112","Business- Management- Marketing- and Related Support Services","1999-2000","GTOWN",131,24,21,12,15,77,15,8,8,16,4,4
"12113","Agriculture- Agriculture Operations and Related Sciences","1999-2000","KAN.ST",113,1,0,0,0,27,1,0,1,0,0,0
"12114","Agricultural Sciences","1999-2000","KAN.ST",116,1,0,1,0,74,1,4,0,0,0,2
"12115","Architecture and Related Services","1999-2000","KAN.ST",67,1,3,2,1,30,1,0,0,0,1,1
"12116","Communication- Journalism- and Related Programs","1999-2000","KAN.ST",44,0,0,0,2,91,2,1,1,2,1,3
"12117","Computer and Information Sciences and Support Services","1999-2000","KAN.ST",26,0,0,1,0,4,0,0,1,0,0,0
"12118","Education","1999-2000","KAN.ST",89,0,0,1,0,194,3,3,1,0,1,1
"12119","Engineering","1999-2000","KAN.ST",227,8,3,7,0,37,6,2,1,1,1,0
"12120","Engineering Technologies and Engineering-related Fields","1999-2000","KAN.ST",75,0,0,0,0,7,2,0,0,1,0,0
"12121","Foreign Languages- Literatures- and Linguistics","1999-2000","KAN.ST",6,0,0,0,0,19,1,2,0,0,1,2
"12122","Family and Consumer Sciences/Human Sciences","1999-2000","KAN.ST",9,0,1,0,4,160,0,2,0,4,0,3
"12123","English language and literature/letters.","1999-2000","KAN.ST",6,0,0,0,1,28,0,0,0,1,0,0
"12124","Liberal arts and sciences- general studies and humanities.","1999-2000","KAN.ST",1,0,0,0,0,1,0,0,0,0,0,1
"12125","Biological and Biomedical Sciences","1999-2000","KAN.ST",80,2,0,0,0,92,3,3,3,1,2,5
"12126","Mathematics and Statistics","1999-2000","KAN.ST",11,0,0,0,1,3,0,1,0,0,0,0
"12127","Parks- Recreation- Leisure and Fitness Studies","1999-2000","KAN.ST",47,0,0,1,0,46,1,0,1,1,2,1
"12128","Philosophy and Religious Studies","1999-2000","KAN.ST",3,0,0,0,1,3,0,1,0,0,0,0
"12129","Physical Sciences","1999-2000","KAN.ST",28,0,0,1,1,5,1,1,0,0,0,0
"12130","Psychology","1999-2000","KAN.ST",23,0,1,0,2,47,1,2,0,3,0,0
"12131","Public administration and social service professions.","1999-2000","KAN.ST",4,0,0,0,0,25,0,2,1,3,0,0
"12132","Social Sciences and History","1999-2000","KAN.ST",137,2,0,2,3,118,5,5,12,14,2,4
"12133","Transportation and materials moving.","1999-2000","KAN.ST",16,0,0,0,0,0,1,0,0,0,0,0
"12134","Visual and performing arts.","1999-2000","KAN.ST",27,0,3,0,1,60,1,0,1,2,0,3
"12135","Health Professions and Related Programs","1999-2000","KAN.ST",14,0,0,0,0,62,0,1,0,1,0,0
"12136","Business- Management- Marketing- and Related Support Services","1999-2000","KAN.ST",318,4,4,6,9,272,8,2,6,3,7,0
"12137","Area- Ethnic- Cultural- Gender- and Group Studies","1999-2000","LOUIS",0,0,0,0,0,4,0,0,3,0,0,0
"12138","Communication- Journalism- and Related Programs","1999-2000","LOUIS",25,0,1,0,1,40,0,0,5,9,0,0
"12139","Education","1999-2000","LOUIS",21,0,0,0,0,22,1,0,4,1,3,0
"12140","Engineering","1999-2000","LOUIS",113,4,1,12,5,28,3,0,6,5,0,1
"12141","Foreign Languages- Literatures- and Linguistics","1999-2000","LOUIS",4,0,1,0,0,11,0,0,1,3,0,1
"12142","English language and literature/letters.","1999-2000","LOUIS",34,0,0,0,1,46,0,1,0,9,0,0
"12143","Liberal arts and sciences- general studies and humanities.","1999-2000","LOUIS",10,0,0,0,0,36,1,1,2,9,0,1
"12144","Biological and Biomedical Sciences","1999-2000","LOUIS",24,0,0,7,6,39,0,0,0,6,0,0
"12145","Mathematics and Statistics","1999-2000","LOUIS",10,0,0,0,1,3,0,0,1,2,0,0
"12146","Parks- Recreation- Leisure and Fitness Studies","1999-2000","LOUIS",31,1,0,0,0,33,1,1,3,6,0,0
"12147","Philosophy and Religious Studies","1999-2000","LOUIS",4,0,0,0,0,2,0,0,0,0,0,0
"12148","Physical Sciences","1999-2000","LOUIS",5,0,0,2,1,7,0,0,1,0,0,0
"12149","Psychology","1999-2000","LOUIS",27,1,1,0,2,102,0,2,1,11,1,1
"12150","Homeland Security- Law Enforcement- Firefighting- and Related Protective Service","1999-2000","LOUIS",36,0,0,1,0,35,0,0,3,6,0,0
"12151","Social Sciences and History","1999-2000","LOUIS",69,1,0,3,7,102,0,3,4,16,0,2
"12152","Visual and performing arts.","1999-2000","LOUIS",32,2,1,3,3,51,0,1,1,6,0,0
"12153","Health Professions and Related Programs","1999-2000","LOUIS",32,1,0,2,1,156,2,3,1,9,1,1
"12154","Business- Management- Marketing- and Related Support Services","1999-2000","LOUIS",141,6,7,1,6,128,1,4,8,12,2,1
"12155","Agriculture- Agriculture Operations and Related Sciences","1999-2000","LSU",14,7,0,0,0,6,1,0,0,0,0,0
"12156","Agricultural Sciences","1999-2000","LSU",36,6,2,1,0,39,2,3,0,1,2,1
"12157","Natural Resources and Conservation","1999-2000","LSU",43,0,0,0,1,34,0,1,0,0,1,1
"12158","Architecture and Related Services","1999-2000","LSU",42,1,4,0,3,32,1,4,1,4,4,1
"12159","Area- Ethnic- Cultural- Gender- and Group Studies","1999-2000","LSU",2,0,0,0,0,0,0,0,0,0,0,1
"12160","Marketing and Distribution","1999-2000","LSU",0,0,0,0,2,9,0,1,0,0,0,0
"12161","Communication- Journalism- and Related Programs","1999-2000","LSU",59,0,3,0,3,98,1,3,2,8,2,1
"12162","Computer and Information Sciences and Support Services","1999-2000","LSU",34,2,3,7,1,6,1,1,2,0,2,0
"12163","Education","1999-2000","LSU",83,0,2,1,4,307,2,6,11,22,5,6
"12164","Engineering","1999-2000","LSU",221,49,7,22,1,47,8,1,16,5,2,0
"12165","Engineering Technologies and Engineering-related Fields","1999-2000","LSU",39,0,0,0,0,3,0,0,2,3,0,1
"12166","Foreign Languages- Literatures- and Linguistics","1999-2000","LSU",4,2,0,0,0,24,0,5,0,1,0,0
"12167","Family and Consumer Sciences/Human Sciences","1999-2000","LSU",2,0,1,2,0,66,0,4,0,6,0,1
"12168","English language and literature/letters.","1999-2000","LSU",34,0,0,0,3,82,1,0,4,11,2,3
"12169","Liberal arts and sciences- general studies and humanities.","1999-2000","LSU",81,2,0,0,1,145,2,2,11,22,4,4
"12170","Biological and Biomedical Sciences","1999-2000","LSU",117,2,3,9,12,109,1,3,6,18,6,4
"12171","Mathematics and Statistics","1999-2000","LSU",9,0,0,1,0,10,1,0,0,2,0,0
"12172","Philosophy and Religious Studies","1999-2000","LSU",7,0,1,0,0,5,1,0,0,0,1,0
"12173","Physical Sciences","1999-2000","LSU",19,2,1,2,0,6,0,0,0,2,2,2
"12174","Psychology","1999-2000","LSU",35,0,2,0,2,125,3,7,2,14,0,5
"12175","Social Sciences and History","1999-2000","LSU",126,0,2,2,2,122,3,5,6,20,6,5
"12176","Visual and performing arts.","1999-2000","LSU",28,1,4,0,1,58,1,1,2,2,4,2
"12177","Health Professions and Related Programs","1999-2000","LSU",1,0,1,0,3,72,0,3,0,13,1,0
"12178","Business- Management- Marketing- and Related Support Services","1999-2000","LSU",374,31,19,21,21,265,10,6,19,35,6,6
"12179","Architecture and Related Services","1999-2000","ND",11,3,1,3,1,11,3,0,4,0,1,0
"12180","Area- Ethnic- Cultural- Gender- and Group Studies","1999-2000","ND",15,0,0,0,1,31,1,2,0,1,0,0
"12181","Computer and Information Sciences and Support Services","1999-2000","ND",24,0,0,2,0,5,0,0,1,0,0,0
"12182","Education","1999-2000","ND",1,0,0,0,0,0,0,0,0,1,0,0
"12183","Engineering","1999-2000","ND",114,3,4,5,0,41,4,4,3,4,0,0
"12184","Foreign Languages- Literatures- and Linguistics","1999-2000","ND",6,0,1,0,0,17,1,3,2,0,0,0
"12185","English language and literature/letters.","1999-2000","ND",34,0,0,0,2,56,3,3,1,3,1,0
"12186","Liberal arts and sciences- general studies and humanities.","1999-2000","ND",13,0,0,0,0,15,1,2,0,0,0,0
"12187","Biological and Biomedical Sciences","1999-2000","ND",43,1,0,1,3,27,1,0,0,0,0,0
"12188","Mathematics and Statistics","1999-2000","ND",11,0,0,3,2,23,0,0,0,1,0,0
"12189","Multi/Interdisciplinary Studies","1999-2000","ND",1,0,0,0,0,0,0,0,0,0,0,0
"12190","Philosophy and Religious Studies","1999-2000","ND",11,0,0,0,0,4,2,0,1,0,1,0
"12191","Theology and religious vocations.","1999-2000","ND",5,0,0,0,0,3,0,0,1,1,0,0
"12192","Physical Sciences","1999-2000","ND",15,1,0,0,0,5,1,0,0,0,1,0
"12193","Psychology","1999-2000","ND",15,0,1,0,2,58,2,9,2,0,0,1
"12194","Social Sciences and History","1999-2000","ND",179,2,0,9,4,148,10,19,10,2,0,3
"12195","Visual and performing arts.","1999-2000","ND",24,0,0,3,0,48,4,4,3,2,0,0
"12196","Health Professions and Related Programs","1999-2000","ND",71,1,0,10,6,67,6,8,1,1,0,0
"12197","Business- Management- Marketing- and Related Support Services","1999-2000","ND",344,8,6,6,5,177,32,20,17,9,2,2
"12198","Agriculture- Agriculture Operations and Related Sciences","1999-2000","NEB",98,0,0,0,0,23,0,0,0,0,3,3
"12199","Agricultural Sciences","1999-2000","NEB",66,1,3,0,0,45,0,0,0,2,5,1
"12200","Natural Resources and Conservation","1999-2000","NEB",39,0,0,0,0,22,0,0,0,0,1,0
"12201","Architecture and Related Services","1999-2000","NEB",40,1,0,2,1,35,0,0,0,0,0,0
"12202","Area- Ethnic- Cultural- Gender- and Group Studies","1999-2000","NEB",1,0,0,0,0,7,0,0,0,0,1,0
"12203","Communication- Journalism- and Related Programs","1999-2000","NEB",99,2,5,1,0,128,1,6,5,4,4,6
"12204","Computer and Information Sciences and Support Services","1999-2000","NEB",22,10,2,1,0,6,1,0,0,0,1,0
"12205","Education","1999-2000","NEB",81,0,0,0,2,175,0,2,2,0,2,2
"12206","Engineering","1999-2000","NEB",177,19,5,5,2,23,0,1,1,1,7,0
"12207","Engineering Technologies and Engineering-related Fields","1999-2000","NEB",88,1,0,0,0,6,1,0,0,0,2,0
"12208","Foreign Languages- Literatures- and Linguistics","1999-2000","NEB",17,0,0,1,1,12,1,1,0,0,0,1
"12209","Family and Consumer Sciences/Human Sciences","1999-2000","NEB",15,0,0,0,1,177,0,3,4,9,1,6
"12210","English language and literature/letters.","1999-2000","NEB",26,0,0,0,0,58,3,0,0,1,2,1
"12211","Liberal arts and sciences- general studies and humanities.","1999-2000","NEB",0,0,0,0,0,7,0,0,0,0,0,1
"12212","Biological and Biomedical Sciences","1999-2000","NEB",74,3,2,3,2,56,1,0,0,0,6,2
"12213","Mathematics and Statistics","1999-2000","NEB",9,0,2,1,1,5,1,0,0,0,2,0
"12214","Multi/Interdisciplinary Studies","1999-2000","NEB",2,0,0,0,0,1,0,0,0,0,0,0
"12215","Parks- Recreation- Leisure and Fitness Studies","1999-2000","NEB",18,0,1,1,0,21,0,0,0,0,2,0
"12216","Philosophy and Religious Studies","1999-2000","NEB",3,0,0,0,0,3,0,0,0,0,0,0
"12217","Physical Sciences","1999-2000","NEB",26,0,0,0,0,12,0,0,0,0,0,0
"12218","Psychology","1999-2000","NEB",44,2,2,1,3,122,1,5,2,1,3,3
"12219","Social Sciences and History","1999-2000","NEB",85,2,1,3,2,82,5,0,5,2,7,3
"12220","Visual and performing arts.","1999-2000","NEB",36,1,1,1,1,39,0,0,1,1,3,1
"12221","Health Professions and Related Programs","1999-2000","NEB",17,0,0,0,0,48,0,1,1,0,1,0
"12222","Business- Management- Marketing- and Related Support Services","1999-2000","NEB",330,27,29,9,9,224,10,2,3,1,10,4
"12223","Natural Resources and Conservation","1999-2000","NWST",0,0,0,0,0,1,0,0,0,0,0,0
"12224","Area- Ethnic- Cultural- Gender- and Group Studies","1999-2000","NWST",4,0,0,0,0,5,0,0,1,1,2,0
"12225","Communication- Journalism- and Related Programs","1999-2000","NWST",59,1,4,4,19,113,2,4,3,8,7,6
"12226","Computer and Information Sciences and Support Services","1999-2000","NWST",39,1,0,4,1,3,1,0,1,0,0,0
"12227","Education","1999-2000","NWST",8,0,0,0,1,9,0,0,2,1,0,1
"12228","Engineering","1999-2000","NWST",122,33,9,56,34,52,8,3,8,4,5,2
"12229","Foreign Languages- Literatures- and Linguistics","1999-2000","NWST",12,0,0,0,2,18,1,0,0,1,0,2
"12230","English language and literature/letters.","1999-2000","NWST",63,1,6,3,22,125,0,4,1,4,3,7
"12231","Liberal arts and sciences- general studies and humanities.","1999-2000","NWST",1,0,0,0,0,2,0,0,0,0,1,0
"12232","Biological and Biomedical Sciences","1999-2000","NWST",26,0,1,22,27,39,2,0,1,1,0,2
"12233","Mathematics and Statistics","1999-2000","NWST",11,0,0,1,1,7,0,1,0,2,0,0
"12234","Multi/Interdisciplinary Studies","1999-2000","NWST",15,0,0,0,1,10,1,0,0,0,1,0
"12235","Philosophy and Religious Studies","1999-2000","NWST",6,0,0,0,4,3,0,0,0,1,0,0
"12236","Physical Sciences","1999-2000","NWST",7,0,0,3,3,8,0,0,0,0,0,1
"12237","Psychology","1999-2000","NWST",28,0,1,11,27,68,1,6,0,9,2,3
"12238","Public administration and social service professions.","1999-2000","NWST",4,0,0,1,0,18,0,1,2,4,1,1
"12239","Social Sciences and History","1999-2000","NWST",187,7,4,28,37,100,8,6,6,10,6,10
"12240","Visual and performing arts.","1999-2000","NWST",59,1,2,5,9,106,1,4,5,4,5,13
"12241","Health Professions and Related Programs","1999-2000","NWST",4,0,0,0,8,12,0,2,0,0,0,1
"12242","Business- Management- Marketing- and Related Support Services","1999-2000","NWST",11,0,0,1,2,13,0,0,1,0,0,2
"12243","Architecture and Related Services","1999-2000","OK",41,9,4,3,2,6,1,0,0,1,3,0
"12244","Area- Ethnic- Cultural- Gender- and Group Studies","1999-2000","OK",3,0,3,0,0,8,0,1,0,1,2,4
"12245","Marketing and Distribution","1999-2000","OK",44,3,2,4,1,43,3,0,0,1,3,6
"12246","Communication- Journalism- and Related Programs","1999-2000","OK",68,1,3,2,6,97,2,8,8,9,5,6
"12247","Communications Technologies/Technicians and Support Services","1999-2000","OK",2,0,0,0,0,0,0,0,1,0,0,0
"12248","Computer and Information Sciences and Support Services","1999-2000","OK",16,3,3,1,1,0,1,0,0,0,0,0
"12249","Education","1999-2000","OK",54,1,0,2,7,140,3,3,2,7,8,15
"12250","Engineering","1999-2000","OK",117,41,9,38,10,23,18,2,18,6,7,5
"12251","Foreign Languages- Literatures- and Linguistics","1999-2000","OK",15,0,1,0,1,27,4,3,0,1,1,0
"12252","English language and literature/letters.","1999-2000","OK",28,0,1,0,7,61,1,0,0,1,1,4
"12253","Liberal arts and sciences- general studies and humanities.","1999-2000","OK",31,0,0,0,0,46,0,2,5,4,4,6
"12254","Biological and Biomedical Sciences","1999-2000","OK",37,0,1,9,8,46,3,2,0,3,5,4
"12255","Mathematics and Statistics","1999-2000","OK",5,0,0,0,0,5,0,0,1,0,1,1
"12256","Philosophy and Religious Studies","1999-2000","OK",5,0,1,0,0,2,0,0,1,0,0,0
"12257","Physical Sciences","1999-2000","OK",64,4,1,7,7,18,1,1,0,3,3,1
"12258","Psychology","1999-2000","OK",30,0,1,2,9,55,2,4,6,10,2,7
"12259","Public administration and social service professions.","1999-2000","OK",6,0,1,0,2,22,0,6,2,2,0,6
"12260","Social Sciences and History","1999-2000","OK",116,3,1,7,4,128,6,7,10,16,9,15
"12261","Visual and performing arts.","1999-2000","OK",61,2,2,3,2,64,4,1,2,0,6,5
"12262","Health Professions and Related Programs","1999-2000","OK",0,0,0,0,0,0,0,0,0,0,1,0
"12263","Business- Management- Marketing- and Related Support Services","1999-2000","OK",285,38,29,28,29,137,5,6,17,11,19,8
"12264","Agriculture- Agriculture Operations and Related Sciences","1999-2000","OKSTATE",42,0,2,0,0,23,0,0,0,0,4,2
"12265","Agricultural Sciences","1999-2000","OKSTATE",107,0,0,0,1,87,1,1,2,0,10,10
"12266","Natural Resources and Conservation","1999-2000","OKSTATE",19,1,0,0,0,9,0,1,0,0,1,0
"12267","Architecture and Related Services","1999-2000","OKSTATE",35,2,4,0,0,7,1,0,1,0,0,0
"12268","Communication- Journalism- and Related Programs","1999-2000","OKSTATE",30,1,2,0,0,51,2,1,2,0,1,3
"12269","Computer and Information Sciences and Support Services","1999-2000","OKSTATE",24,11,2,5,0,4,0,0,1,1,2,0
"12270","Education","1999-2000","OKSTATE",78,1,0,1,0,182,1,1,0,3,12,13
"12271","Engineering","1999-2000","OKSTATE",124,80,6,8,0,26,6,0,3,0,12,5
"12272","Engineering Technologies and Engineering-related Fields","1999-2000","OKSTATE",59,8,1,2,0,1,1,1,0,1,1,0
"12273","Foreign Languages- Literatures- and Linguistics","1999-2000","OKSTATE",6,0,2,0,0,9,0,1,0,3,1,0
"12274","Family and Consumer Sciences/Human Sciences","1999-2000","OKSTATE",9,0,7,1,3,147,0,3,0,0,0,10
"12275","English language and literature/letters.","1999-2000","OKSTATE",22,0,1,0,0,27,0,1,0,1,2,5
"12276","Liberal arts and sciences- general studies and humanities.","1999-2000","OKSTATE",0,0,0,0,0,6,0,0,1,0,0,1
"12277","Biological and Biomedical Sciences","1999-2000","OKSTATE",57,4,2,2,4,70,0,2,0,0,5,8
