"","Fund_Type","Fund_Manager","Fund_Name","Fund_Contact","Fund_Contact_Telephone","Fund_Projected_Equity","Fund_Equity_Raised","Fund_Equity_Invested","Fund_Target_IRR","Fund_Minimum_IRR","Fund_Asset_Classes","Fund_Target_Locations","Fund_Data_Date","Fund_Currency"
"704","Opportunity","Southern Bridge Capital","SBC Latin America Housing Fund","David Goldfield","345-640-9271","150,000,000","150,000,000","71,000,000","25","0.25","Multifamily","Latin America","3/1/13","USD"
"705","Opportunity","Spear Street Capital","Spear Street Capital 4","John Grassi","415-222-7420","800,000,000","800,000,000","0","16+","0.16","Office","United States","3/1/13","USD"
"706","Opportunity","Spear Street Capital","Spear Street Capital 3","John Grassi","415-222-7421","$600,000,000 ","$600,000,000 ","$170,000,000 ","18+","18+","Office","Japan","1/11/11",NA
"707","Opportunity","Spear Street Capital","Spear Street Capital 3","John Grassi","415-222-7421","$600,000,000 ","$600,000,000 ","$375,000,000 ","18+","18+","Office","United States","1/11/12",NA
"708","Opportunity","Sperry Equities","SVN Distressed Asset Opportunity Fund","Burton Young","949-705-5004","100,000,000","0","0","16-18","0.16","Office, Retail, Industrial, Industrial, Multifamily","United States","3/1/13","USD"
"709","Opportunity","Starwood Capital","Starwood Distressed Opportunity Fund 9","Jeffrey Dishner","203-422-7700","2,500,000,000","2,040,000,000","0","16+","0.16","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Global","3/1/13","USD"
"710","Opportunity","Starwood Capital","Starwood Distressed Opportunity Fund 9","Jeffrey Dishner","203-422-7700","$2,500,000,000 ","$1,200,000,000 ","$0 ","16+","16+","Office","United States","1/11/12",NA
"711","Opportunity","Starwood Capital","Starwood Capital Hospitality Fund 2","Rich Gomel","203-422-7700","$965,000,000 ","$965,000,000 ","$355,000,000 ","16","16","Lodging","Washington D.C.","1/11/12",NA
"712","Opportunity","Starwood Capital","Starwood Global Opportunity Fund 8","Jeffrey Dishner","203-422-7700","$1,830,000,000 ","$1,830,000,000 ","$985,000,000 ","16","16","Office","United States","1/11/12",NA
"713","Opportunity","Sterling Organization","Sterling Value Add Partners","Brian Kosoy","561-835-1810","$125,000,000 ","$50,000,000 ","$0 ","15-18","15","Retail","United States","1/11/12",NA
"714","Opportunity","Sterling Organization","Sterling Major Market Retail Income Fund","Brian Kosoy","561-835-1810","$100,000,000 ","","","15-18","15","Retail","United States","1/11/11",NA
"715","Opportunity","Stockbridge Capital","Stockbridge Real Estate Fund 3","Stephen Pilch","415-658-3300","$1,150,000,000 ","$1,150,000,000 ","$340,000,000 ","","","Office","United States","1/11/12",NA
"716","Opportunity","Stockbridge Capital","Stockbridge Real Estate Fund 3","Stephen Pilch","415-658-3300","$1,150,000,000 ","$1,150,000,000 ","$340,000,000 ","16","16","Office, Lodging","United States, Asia","1/11/12",NA
"717","Opportunity","Stonelake Capital","Stonelake Opportunity Partners 3","Kenneth Aboussie","512-236-0004","200,000,000","150,000,000","0","18","0.18","Retail, Industrial, Multifamily","Texas","3/1/13","USD"
"718","Opportunity","Stonelake Capital","Stonelake Opportunity Partners 2","Kenneth Aboussie","512-236-0004","$110,000,000 ","$110,000,000 ","$50,000,000 ","","","Retail","United States","1/11/12",NA
"719","Opportunity","Stonelake Capital","Stonelake Opportunity Partners 2","Kenneth Aboussie","512-236-0004","$80,000,000 ","$50,000,000 ","","18","18","Retail","Southeastern United States","1/11/12",NA
"720","Opportunity","Strategic Capital Partners","Strategic Cap. Partners Value Enhancement 2","Rick Hurd","312-768-4470","250,000,000","0","0","16","0.16","Multifamily, Office","Eastern United States, Western United States","3/1/13","USD"
"721","Opportunity","Taconic Investment","Taconic New York City Investment Fund","Paul Pariser, Charles Bendit","212-220-9945","220,000,000","220,000,000","88,000,000","15-17","0.15","Multifamily, Office, Retail, Development","New York City","3/1/13","USD"
"722","Opportunity","Taconic Investment","Taconic New York City Investment Fund","Paul Pariser, Charles Bendit","212-220-9945","$220,000,000 ","$220,000,000 ","$0 ","15-17","15","Multifamily, Office","New York City","1/11/12",NA
"723","Opportunity","TerraCap Management","TerraCap Partners 2","Stephen Hagenbuckle","239-540-2002","200,000,000","40,000,000","30,000,000","20+","0.2","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Florida, Southwestern United States","3/1/13","USD"
"724","Opportunity","TerraCap Management","Terracap Partners Fund 2","Stephen Hagenbuckle","239-540-2002","$200,000,000 ","$10,000,000 ","$5,400,000 ","16","16","Office, Retail, Mixed Use","Florida, Georgia","1/11/12",NA
"725","Opportunity","Thayer Lodging","Thayer Hotel Investors 6","Jin Lee","410-268-0515","$300,000,000 ","$0 ","$0 ","16","16","Lodging","United States","1/11/12",NA
"726","Opportunity","Thor Equities","Thor Urban Operating Fund 3","Joseph Sitt","212-529-5055","400,000,000","0","0","17","0.17","Retail, Other","United States","3/1/13","USD"
"727","Opportunity","Thor Equities","Thor Urban Operating Fund 3","Joseph Sitt","212-529-5055","$400,000,000 ","$0 ","$0 ","","","Retail","United States","1/11/12",NA
"728","Opportunity","Thor Equities","Thor Urban Operating Fund 2","Joseph Sitt","212-529-5055","$673,000,000 ","$673,000,000 ","$110,000,000 ","17","17","Retail, Other","England, Germany, Denmark","1/11/12",NA
"729","Opportunity","Tishman Speyer","Tishman Speyer Brazil Fund 3","Daniel Cherman","55-113-028-7400","540,000,000","540,000,000","0","20","0.2","Office, Multifamily, Mixed Use","Brazil","3/1/13","USD"
"730","Opportunity","Tishman Speyer","Tishman Speyer Brazil Fund 3","Daniel Citron","55-11-5504-7400","$400,000,000 ","","","20","20","Office, Development","Japan","1/11/12",NA
"731","Opportunity","Tishman Speyer","Tishman Speyer Brazil Fund 3","Daniel Citron","55-115-504-7400","$400,000,000 ","$350,000,000 ","","","","Office","Brazil","1/11/12",NA
"732","Opportunity","Tricon Capital","Tricon Fund 11","Faisal Ratansi","416-928-4120","500,000,000","125,000,000","100,000,000","16-19","0.16","Distressed, Land","California, Arizona, South Florida","3/1/13","USD"
"733","Opportunity","Tricon Capital","Tricon Fund 11","Jonathan Ellenzweig","416-925-2959","$500,000,000 ","$0 ","$0 ","16-19","16","Distressed","Southwestern United States","1/11/12",NA
"734","Opportunity","Tricon Capital","Tricon Fund 12","Faisal Ratansi","416-928-4120","195,000,000","195,000,000","78,000,000","16-19","0.16","Multifamily","Canada","3/1/13","CAN"
"735","Opportunity","Tricon Capital","Tricon Fund 12","Jonathan Ellenzweig","416-925-2959","$150,000,000 ","$140,000,000 ","$45,000,000 ","16-19","16","Multifamily","Canada","1/11/12",NA
"736","Opportunity","Unitech Realty Investors","Unitech International Realty Fund","Deepak Bajaj","91-124-408-2020","269,000,000","269,000,000","100,000,000","18","0.18","Residential","India","3/1/13","USD"
"737","Opportunity","Unitech Realty Investors","Unitech International Realty Fund","Deepak Bajaj","91-124-408-2020","$269,000,000 ","$269,000,000 ","$100,000,000 ","","","Multifamily","India","1/11/12",NA
"738","Opportunity","Unitech Realty Investors","Unitech International Realty Fund","Deepak Bajaj","91-124-408-2020","$269,000,000 ","$269,000,000 ","$100,000,000 ","18","18","Multifamily","United States","1/11/12",NA
"739","Opportunity","USAA Real Estate, Admiral Capital","Admiral Capital Real Estate Fund","Bruce Petersen","210-641-8409","113,000,000","113,000,000","74,000,000","15-18","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"740","Opportunity","USAA Real Estate, Admiral Capital","Admiral Capital Real Estate Fund","Bruce Petersen","210-641-8409","$400,000,000 ","$94,000,000 ","$36,000,000 ","15-18","15","Office, Retail","United States","1/11/12",NA
"741","Opportunity","VBI","VBI Brazil Real Estate Opportunities Fund 2","Rodrigo Abbud","55-113-817-1788","500,000,000","500,000,000","325,000,000","25","0.25","Multifamily, Office, Retail","Brazil","3/1/13","USD"
"742","Opportunity","VBI","Vbi Brazil Real Estate Opportunities Fund 2","Rodrigo Abbud","55-113-817-1788","$500,000,000 ","$500,000,000 ","$100,000,000 ","","","Multifamily","Brazil","1/11/12",NA
"743","Opportunity","VBI","Vbi Brazil Real Estate Opportunities Fund 2","Rodrigo Abbud","55-11-3817-1788","$500,000,000 ","$100,000,000 ","","25","25","Multifamily, Office","Russia, Eastern Europe","1/11/12",NA
"744","Opportunity","Vestar","Vestar Strategic Retail Partners","Bob Cavanaugh","562-420-5104","250,000,000","0","0","15-17","0.15","Retail","United States, Western United States, Southwestern United States","3/1/13","USD"
"745","Opportunity","Vestar","Vestar Strategic Retail Partners","Bob Cavanaugh","562-420-5104","$250,000,000 ","$0 ","$0 ","15-17","15","Retail","United States","1/11/12",NA
"746","Opportunity","Vinci Partners","Vinci Real Estate Fund","Leandro Bousquet","55-212-159-6000","650,000,000","0","0","17+","0.17","Office, Retail","Brazil","3/1/13","USD"
"747","Opportunity","Virtus Real Estate","Virtus Real Estate Capital","Kevin White","512-891-1213","500,000,000","81,000,000","20,000,000","15-19","0.15","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"748","Opportunity","Virtus Real Estate","Virtus Real Estate Capital","Kevin White","512-891-1213","$500,000,000 ","$0 ","$0 ","15-19","15","Office","United States","1/11/12",NA
"749","Opportunity","Virtus Real Estate","Virtus Self Storage Investment 4","Amber Hagopian","512-891-1200","$100,000,000 ","$11,000,000 ","","15-19","15","Self Storage","Denmark, Latvia, Lithuania, Estonia","1/11/11",NA
"750","Opportunity","Virtus Real Estate","Virtus Student Housing","Kevin White","512-891-1213","$100,000,000 ","$25,000,000 ","$20,000,000 ","15-19","15","Multifamily, Student Housing, Industrial","Northeastern United States, Boston, Chicago","1/11/12",NA
"751","Opportunity","Walton Street Capital","Walton Street Mexico Fund 1","Sandor Valner","52-555-980-4880","282,000,000","282,000,000","170,000,000","18+","0.18","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","Mexico","3/1/13","USD"
"752","Opportunity","Walton Street Capital","Walton Street Mexico Fund 1","Sandor Valner","52-555-980-4880","$282,000,000 ","$282,000,000 ","$170,000,000 ","18+","18+","Office","Mexico","1/11/12",NA
"753","Opportunity","Walton Street Capital","Walton Street Mexico Fund 1","Sandor Valner","52-55-5980-4880","$282,000,000 ","$282,000,000 ","$140,000,000 ","18+","18+","Office","United States","1/11/11",NA
"754","Opportunity","Walton Street Capital","Walton Street Real Estate Fund 6","Jeff Quicksilver","312-915-2843","2,000,000,000","2,000,000,000","1,200,000,000","20","0.2","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"755","Opportunity","Walton Street Capital","Walton Street Real Estate Fund 6","Jeff Quicksilver","312-915-2843","$2,000,000,000 ","$2,000,000,000 ","$1,000,000,000 ","20","20","Office, Multifamily, Retail","United States, International","1/11/12",NA
"756","Opportunity","Walton Street Capital","Walton Street Real Estate Fund 6","Jeff Quicksilver","312-915-2843","$2,000,000,000 ","$2,000,000,000 ","$1,200,000,000 ","","","Office","United States","1/11/12",NA
"757","Opportunity","Walton Street Capital","Walton Street Real Estate Fund 7","Jeff Quicksilver","312-915-2843","2,000,000,000","710,000,000","0","16-18","0.16","Office, Hotel","United States","3/1/13","USD"
"758","Opportunity","Walton Street Capital","Walton Street Real Estate Fund 7","Jeff Quicksilver","312-915-2843","$2,000,000,000 ","$0 ","$0 ","18","18","Office","United States","1/11/12",NA
"759","Opportunity","Westbrook Partners","Westbrook Real Estate Fund 8","Sush Torgalkar","212-849-8800","$2,277,000,000 ","$2,277,000,000 ","$800,000,000 ","18+","18+","Office, Multifamily","Hong Kong, Singapore","1/11/11",NA
"760","Opportunity","Wheelock Street Capital","Wheelock Street Real Estate Fund","J. Paul, R. Kleeman","203-413-7700","525,000,000","525,000,000","350,000,000","17","0.17","Office, Hotel, Industrial, Multifamily, Debt, Niche, Land","United States","3/1/13","USD"
"761","Opportunity","Wheelock Street Capital","Wheelock Street Real Estate Fund","Jonathan Paul, Rick Kleeman","203-413-7700","$500,000,000 ","$460,000,000 ","$45,000,000 ","17","17","Office, Retail","United States","1/11/12",NA
"762","Opportunity","WHI Real Estate","WHI Real Estate Partners 2","J. Orth, D. Rosenbaum","312-794-7867","102,000,000","102,000,000","51,000,000","16","0.16","Distressed, Mortgages, Bridge Loans, Mezzanine Loans","United States","3/1/13","USD"
"763","Opportunity","WHI Real Estate","Whi Real Estate Partners 2","James Orth, David Rosenbaum","312-794-7867","$150,000,000 ","$62,000,000 ","$8,000,000 ","16","16","Distressed","United States","1/11/12",NA
"764","Opportunity","Willco Cos.","Willco Fund 1","Jason Goldblatt","301-279-7000","100,000,000","0","0","16","0.16","Office, Industrial, Residential","Washington D.C., Maryland, Northern Virginia","3/1/13","USD"
"765","Opportunity","Willco Cos.","Willco Fund 1","Jason Goldblatt","301-279-7000","$100,000,000 ","","","16","16","Office","United States","1/11/12",NA
"766","Opportunity","Willco Cos.","Willco Fund 1","Jason Goldblatt","301-279-7000","$100,000,000 ","$0 ","$0 ","","","Office","Washington D.C.","1/11/12",NA
"767","Opportunity","Woodbourne Investment","Woodbourne Canada Partners 2","Jake Herman","416-867-9090","291,000,000","115,000,000","0","18","0.18","Multifamily, Senior Housing","Canada","3/1/13","CAN"
"768","Opportunity","Woodbourne Investment","Woodbourne Canada Partners Fund 2","Jake Herman","416-867-9090","$300,441,300 ","","","18","18","Multifamily, Manufactured Housing","Canada","1/11/12",NA
"769","Opportunity","Woodbourne Investment","Woodbourne Canada Partners Fund 2","Jake Herman","416-867-9090","$307,788,000 ","","","18","18","Multifamily, Manufactured Housing, Senior Housing","United States","1/11/12",NA
"770","Opportunity","WP Realty","WP Real Estate Fund 5","Kristi DuBeau","610-552-6000","66,000,000","66,000,000","47,000,000","18","0.18","Retail","Northeastern United States, Eastern United States","3/1/13","USD"
"771","Opportunity","WP Realty","Wp Real Estate Fund 5","Kristi Dubeau","610-552-6000","$115,000,000 ","$115,000,000 ","$57,500,000 ","","","Retail","Northeastern United States","1/11/12",NA
"772","Opportunity","WP Realty","Wp Real Estate Fund 5","Randall Stein","610-552-6000","$115,000,000 ","$115,000,000 ","$20,000,000 ","18","18","Retail","Asia","1/11/12",NA
"773","Opportunity","Xander Group","Xander Master Fund 4","Sid Yog","91-116-611-8000","230,000,000","230,000,000","50,000,000","16+","0.16","Office","India","3/1/13","USD"
"774","Opportunity","Xander Group","Xander Jv Fund 1","Sid Yog","91-116-611-8000","$500,000,000 ","$500,000,000 ","$75,000,000 ","","","Retail","India","1/11/12",NA
"775","Opportunity","Xander Group","Xander Jv Fund 1","Sid Yog","91-116-611-8000","$500,000,000 ","$500,000,000 ","$75,000,000 ","25","25","Retail","India","1/11/12",NA
"776","Opportunity","Arminius Advisors","Arminius Real Estate Opportunity Fund 2","Peter Jun","49-69-247-5150","$399,330,000 ","$0 ","$0 ","","","Distressed","Germany","1/11/12",NA
"777","Opportunity","Arminius Advisors","Arminius Real Estate Opportunity Fund 2","Peter Jun","49-69-247-5150","$413,310,000 ","","","20","20","Distressed","United States","1/11/12",NA
"778","Opportunity","Ashmore Investment","Ashmore Russian Real Estate Recovery Fund","Peter Davies","44-203-077-6208","$250,000,000 ","$45,000,000 ","","25","25","Office","United States","1/11/12",NA
"779","Opportunity","BAP Capital","Bap Realty Fund 1","Lisandro Chanlatte","786-470-3807","$200,000,000 ","","","20-22","20","Multifamily","Texas","1/11/11",NA
"780","Opportunity","BlackRock Realty","Blackrock Retail Opportunity Fund","John Lamb","212-810-5300","$503,000,000 ","$503,000,000 ","$101,000,000 ","16","16","Retail","England","1/11/12",NA
"781","Opportunity","Blackstone","Blackstone Real Estate Partners 7","Aj Agarwal","212-583-5803","$10,000,000,000 ","$10,000,000,000 ","$1,100,000,000 ","","","Office, Lodging","United States, Asia","1/11/12",NA
"782","Opportunity","Blackstone","Blackstone Real Estate Partners Europe 3","Ken Caplan","44-207-451-4282","$4,326,075,000 ","$4,326,075,000 ","$1,464,244,132 ","","","Office","Europe","1/11/12",NA
"783","Opportunity","Broadview Investors","Broadview Real Estate Investors Fund 1","Thomas Lavin","617-897-7248","$300,000,000 ","$0 ","$0 ","15-18","15","Office, Retail, Industrial, Lodging, Multifamily","United States, Eastern United States, Boston, New York City, Washington D.C.","1/11/12",NA
